PMID,DOI,First_Author,Year,Title,Journal,Publication_Type,Original_Operational_Analysis_Group,Eligibility_Outcome,Eligibility_Code,Final_Operational_Analysis_Group,Analytic_Set_Decision,Narrative_Context_Status,Trigger_Rule_IDs,Evidence_Level,Eligibility_Rationale
40154847,10.1016/j.ijrobp.2025.03.024,Song Y,2025,Multidisciplinary Consensus Prostate Contours on Magnetic Resonance Imaging: Educational Atlas and Reference Standard for Artificial Intelligence Benchmarking.,"International journal of radiation oncology, biology, physics",Consensus Statement; Journal Article,Prostate Imaging,INCLUDE,,Prostate Imaging,INCLUDE,NOT_CONTEXT_ONLY,TEC01_TECHNICAL_ARTIFACT_WITHOUT_CLINICAL_CUE,ABSTRACT,The title and available abstract identify machine learning applied to the in-scope task described in 'Multidisciplinary Consensus Prostate Contours on Magnetic Resonance Imaging: Educational Atlas and Reference Standard for Artificial Intelligence Benchmarking.'.
40159133,10.1556/650.2025.33214,Poth S,2025,[Artificial intelligence-based fusion prostate biopsy].,Orvosi hetilap,Journal Article,Prostate Imaging,EXCLUDE,E09_DATE_LANGUAGE_INDEXING,Prostate Imaging,EXCLUDE,NOT_CONTEXT_ONLY,DEEP_SCOPE_LANGUAGE_BOUNDARY,PUBMED_METADATA,Official PubMed XML metadata lists the publication language as Hungarian (hun) and does not include the English language code (eng). The record is therefore excluded under the prespecified English-language eligibility rule; an English-translated NLM title or abstract does not make the publication itself English-language eligible.
40160627,10.21037/qims-24-1263,Long H,2025,Improved prostate cancer diagnosis: upgraded prostate imaging reporting and data system (PI-RADS) scores by zoomed diffusion-weighted imaging enhance deep-learning-based computer-aided diagnosis accuracy.,Quantitative imaging in medicine and surgery,Journal Article,Prostate Imaging,INCLUDE,,Prostate Imaging,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify a substantive AI or machine-learning application applied to the in-scope task described in 'Improved prostate cancer diagnosis: upgraded prostate imaging reporting and data system (PI-RADS) scores by zoomed diffusion-weighted imaging enhance deep-learning-based computer-aided diagnosis accuracy.'.
40232134,10.1148/radiol.240140,Turkbey B,2025,"Requirements for AI Development and Reporting for MRI Prostate Cancer Detection in Biopsy-Naive Men: PI-RADS Steering Committee, Version 1.0.",Radiology,Journal Article; Review,Prostate Imaging,INCLUDE,,Prostate Imaging,INCLUDE,NOT_CONTEXT_ONLY,DEEP_SCOPE_REVIEWER_PUSHBACK_CONFIRMATION,PUBMED_ABSTRACT,"This prostate-specific guidance defines AI development, dataset, reference-standard, performance, and reporting requirements for MRI detection of clinically significant prostate cancer and therefore provides a substantive separable urological AI contribution."
40278014,10.3390/jimaging11040098,Dimitriadis A,2025,Assessing Cancer Presence in Prostate MRI Using Multi-Encoder Cross-Attention Networks.,Journal of imaging,Journal Article,Prostate Imaging,INCLUDE,,Prostate Imaging,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify deep learning applied to the in-scope task described in 'Assessing Cancer Presence in Prostate MRI Using Multi-Encoder Cross-Attention Networks.'.
40293532,10.1007/s00345-025-05649-7,Deniffel D,2025,Optimizing biopsy decisions in PI-RADS 3 lesions: cross-institutional validation of a local clinical risk model.,World journal of urology,Journal Article; Multicenter Study; Validation Study,Prostate Imaging,EXCLUDE,E05_NO_SUBSTANTIVE_AI,Prostate Imaging,EXCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,"The available evidence for 'Optimizing biopsy decisions in PI-RADS 3 lesions: cross-institutional validation of a local clinical risk model' reports conventional imaging, statistics, digital/AR/VR technology, biomarkers, or automation without a substantive AI/ML method or application."
40312897,10.4111/icu.20240456,Chung Y,2025,Evaluating prostate cancer diagnostic methods: The role and relevance of digital rectal examination in modern era.,Investigative and clinical urology,Journal Article; Review,Prostate Imaging,EXCLUDE,E05_NO_SUBSTANTIVE_AI,Prostate Imaging,EXCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,"The available evidence for 'Evaluating prostate cancer diagnostic methods: The role and relevance of digital rectal examination in modern era' reports conventional imaging, statistics, digital/AR/VR technology, biomarkers, or automation without a substantive AI/ML method or application."
40319443,10.1007/s00432-025-06184-z,Shen Z,2025,PSMA PET/CT for prostate cancer diagnosis: current applications and future directions.,Journal of cancer research and clinical oncology,Journal Article; Review,Prostate Imaging,INCLUDE,,Prostate Imaging,INCLUDE,NOT_CONTEXT_ONLY,AI01_FUTURE_OR_INCIDENTAL_AI_RISK;AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify a substantive synthesis of machine learning in the in-scope Prostate Imaging area described in 'PSMA PET/CT for prostate cancer diagnosis: current applications and future directions.'.
40320939,10.4274/dir.2025.243102,Basar Y,2025,Pix2Pix generative-adversarial network in improving the quality of T2-weighted prostate magnetic resonance imaging: a multi-reader study.,"Diagnostic and interventional radiology (Ankara, Turkey)",Journal Article,Prostate Imaging,INCLUDE,,Prostate Imaging,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify deep learning and machine learning applied to the in-scope task described in 'Pix2Pix generative-adversarial network in improving the quality of T2-weighted prostate magnetic resonance imaging: a multi-reader study.'.
40361490,10.3390/cancers17091563,Toosi A,2025,Computer-Aided Detection (CADe) of Small Metastatic Prostate Cancer Lesions on 3D PSMA PET Volumes Using Multi-Angle Maximum Intensity Projections.,Cancers,Journal Article,Prostate Imaging,INCLUDE,,Prostate Imaging,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify computer vision applied to the in-scope task described in 'Computer-Aided Detection (CADe) of Small Metastatic Prostate Cancer Lesions on 3D PSMA PET Volumes Using Multi-Angle Maximum Intensity Projections.'.
40361959,10.3390/diagnostics15091141,Boellaard TN,2025,Comparing AI and Manual Segmentation of Prostate MRI: Towards AI-Driven 3D-Model-Guided Prostatectomy.,"Diagnostics (Basel, Switzerland)",Journal Article,Prostate Imaging,INCLUDE,,Prostate Imaging,INCLUDE,NOT_CONTEXT_ONLY,TEC01_TECHNICAL_ARTIFACT_WITHOUT_CLINICAL_CUE,ABSTRACT,The title and available abstract identify a substantive AI or machine-learning application applied to the in-scope task described in 'Comparing AI and Manual Segmentation of Prostate MRI: Towards AI-Driven 3D-Model-Guided Prostatectomy.'.
40399853,10.1186/s12885-025-14301-x,Chai L,2025,Synthesizing [(18)F]PSMA-1007 PET bone images from CT images with GAN for early detection of prostate cancer bone metastases: a pilot validation study.,BMC cancer,Journal Article; Validation Study,Prostate Imaging,INCLUDE,,Prostate Imaging,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify deep learning applied to the in-scope task described in 'Synthesizing [(18)F]PSMA-1007 PET bone images from CT images with GAN for early detection of prostate cancer bone metastases: a pilot validation study.'.
40445307,10.1007/s00261-025-05019-2,Grabke EP,2025,Using AI to triage patients without clinically significant prostate cancer using biparametric MRI and PSA.,Abdominal radiology (New York),Journal Article,Prostate Imaging,INCLUDE,,Prostate Imaging,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify deep learning and machine learning applied to the in-scope task described in 'Using AI to triage patients without clinically significant prostate cancer using biparametric MRI and PSA.'.
40473460,10.2967/jnumed.124.268071,Gafita A,2025,Treatment Response Evaluation in Prostate Cancer Using PSMA PET/CT.,"Journal of nuclear medicine : official publication, Society of Nuclear Medicine",Journal Article; Review,Prostate Imaging,EXCLUDE,E05_NO_SUBSTANTIVE_AI,Prostate Imaging,EXCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,"The available evidence for 'Treatment Response Evaluation in Prostate Cancer Using PSMA PET/CT' reports conventional imaging, statistics, digital/AR/VR technology, biomarkers, or automation without a substantive AI/ML method or application."
40503095,10.1016/j.redii.2025.100059,Dana J,2025,Deep learning reconstruction in biparametric prostate MRI: Impact on qualitative and radiomics analyses.,Research in diagnostic and interventional imaging,Journal Article,Prostate Imaging,INCLUDE,,Prostate Imaging,INCLUDE,NOT_CONTEXT_ONLY,TEC01_TECHNICAL_ARTIFACT_WITHOUT_CLINICAL_CUE,ABSTRACT,The title and available abstract identify deep learning and radiomics or pathomics applied to the in-scope task described in 'Deep learning reconstruction in biparametric prostate MRI: Impact on qualitative and radiomics analyses.'.
40506972,10.3390/diagnostics15111400,Dorri Giv M,2025,Optimizing Attenuation Correction in (68)Ga-PSMA PET Imaging Using Deep Learning and Artifact-Free Dataset Refinement.,"Diagnostics (Basel, Switzerland)",Journal Article,Prostate Imaging,INCLUDE,,Prostate Imaging,INCLUDE,NOT_CONTEXT_ONLY,TEC01_TECHNICAL_ARTIFACT_WITHOUT_CLINICAL_CUE,ABSTRACT,The title and available abstract identify deep learning applied to the in-scope task described in 'Optimizing Attenuation Correction in (68)Ga-PSMA PET Imaging Using Deep Learning and Artifact-Free Dataset Refinement.'.
40508192,10.3390/ijms26115386,Vakili S,2025,"Transforming Prostate Cancer Care: Innovations in Diagnosis, Treatment, and Future Directions.",International journal of molecular sciences,Journal Article; Review,Prostate Imaging,EXCLUDE,E05_NO_SUBSTANTIVE_AI,Prostate Imaging,EXCLUDE,NOT_CONTEXT_ONLY,AI01_FUTURE_OR_INCIDENTAL_AI_RISK;AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,"The abstract's main focus in 'Transforming Prostate Cancer Care: Innovations in Diagnosis, Treatment, and Future Directions' is not an AI/ML evaluation; AI is absent or limited to an incidental, emerging, or future possibility rather than a substantive method or application."
40518464,10.1186/s41824-025-00254-8,Valind K,2025,AI based automatic measurement of split renal function in [(18)F]PSMA-1007 PET/CT.,EJNMMI reports,Journal Article,Prostate Imaging,INCLUDE,,Prostate Imaging,INCLUDE,NOT_CONTEXT_ONLY,RENAL_NEPHROLOGY_BOUNDARY_PASS,PUBMED_ABSTRACT,Split-renal-function measurement from PSMA PET/CT is linked to renal impairment in prostate-cancer treatment patients.
40526126,10.1007/s00259-025-07404-x,Gauthe M,2025,Deep-learning-based software versus experienced nuclear medicine physician to read [(18)F]-piflufolastat used for PSMA-PET/CT imaging in prostate cancer patients presenting with first biochemical recurrence: A comparative study of detection rate.,European journal of nuclear medicine and molecular imaging,Journal Article,Prostate Imaging,INCLUDE,,Prostate Imaging,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify a substantive AI or machine-learning application applied to the in-scope task described in 'Deep-learning-based software versus experienced nuclear medicine physician to read [(18)F]-piflufolastat used for PSMA-PET/CT imaging in prostate cancer patients presenting with first biochemical recurrence: A comparative study of detection rate.'.
40580320,10.1007/s00259-025-07416-7,Roll W,2025,Prognostic value of body composition out of PSMA-PET/CT in prostate cancer patients undergoing PSMA-therapy.,European journal of nuclear medicine and molecular imaging,Journal Article,Prostate Imaging,INCLUDE,,Prostate Imaging,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify deep learning applied to the in-scope task described in 'Prognostic value of body composition out of PSMA-PET/CT in prostate cancer patients undergoing PSMA-therapy.'.
40593911,10.1038/s41598-025-02973-1,Orman M,2025,Multicenter analysis for inter reader agreement of PIQUAL score v2 for basic readers in prostate MRI.,Scientific reports,Journal Article; Multicenter Study,Prostate Imaging,EXCLUDE,E05_NO_SUBSTANTIVE_AI,Prostate Imaging,EXCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,"The available evidence for 'Multicenter analysis for inter reader agreement of PIQUAL score v2 for basic readers in prostate MRI' reports conventional imaging, statistics, digital/AR/VR technology, biomarkers, or automation without a substantive AI/ML method or application."
40665093,10.1007/s12149-025-02086-9,Enei Y,2025,Comparison of diagnostic performance between manual diagnosis following PROMISE V2 and aPROMISE utilizing Ga/F-PSMA PET/CT.,Annals of nuclear medicine,Comparative Study; Journal Article,Prostate Imaging,INCLUDE,,Prostate Imaging,INCLUDE,NOT_CONTEXT_ONLY,AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify machine learning applied to the in-scope task described in 'Comparison of diagnostic performance between manual diagnosis following PROMISE V2 and aPROMISE utilizing Ga/F-PSMA PET/CT.'.
40723170,10.3390/cancers17142285,Wybranska JM,2025,Integrating (68)Ga-PSMA-11 PET/CT with Clinical Risk Factors for Enhanced Prostate Cancer Progression Prediction.,Cancers,Journal Article,Prostate Imaging,INCLUDE,,Prostate Imaging,INCLUDE,NOT_CONTEXT_ONLY,AI03_GENERIC_PREDICTION_WITHOUT_EXPLICIT_AI;AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,The title and available abstract identify machine learning applied to the in-scope task described in 'Integrating (68)Ga-PSMA-11 PET/CT with Clinical Risk Factors for Enhanced Prostate Cancer Progression Prediction.'.
40735490,10.1016/j.ejro.2025.100671,Nishioka N,2025,"Comparative evaluation of four reconstruction techniques for prostate T2-weighted MRI: Sensitivity encoding, compressed sensing, deep learning, and super-resolution.",European journal of radiology open,Journal Article,Prostate Imaging,INCLUDE,,Prostate Imaging,INCLUDE,NOT_CONTEXT_ONLY,TEC01_TECHNICAL_ARTIFACT_WITHOUT_CLINICAL_CUE,ABSTRACT,"The title and available abstract identify deep learning applied to the in-scope task described in 'Comparative evaluation of four reconstruction techniques for prostate T2-weighted MRI: Sensitivity encoding, compressed sensing, deep learning, and super-resolution.'."
40788246,,Ma Y,2025,[Research progress on screening prostate cancer in the PSA＂gray zone＂and PI-RADS 3 lesions].,Zhonghua nan ke xue = National journal of andrology,English Abstract; Journal Article; Review,Prostate Imaging,EXCLUDE,E09_DATE_LANGUAGE_INDEXING,Prostate Imaging,EXCLUDE,NOT_CONTEXT_ONLY,DEEP_SCOPE_LANGUAGE_BOUNDARY,PUBMED_METADATA,Official PubMed XML metadata lists the publication language as Chinese (chi) and does not include the English language code (eng). The record is therefore excluded under the prespecified English-language eligibility rule; an English-translated NLM title or abstract does not make the publication itself English-language eligible.
40805290,10.3390/cancers17152595,Pasecinic V,2025,"Predictors of ISUP Grade Group Discrepancies Between Biopsy and Radical Prostatectomy: A Single-Center Analysis of Clinical, Imaging, and Histopathological Parameters.",Cancers,Journal Article,Prostate Imaging,INCLUDE,,Prostate Imaging,INCLUDE,NOT_CONTEXT_ONLY,AI03_GENERIC_PREDICTION_WITHOUT_EXPLICIT_AI;AI04_AI_ONLY_PATHWAY_WITHOUT_TITLE_AI,ABSTRACT,"The title and available abstract identify machine learning applied to the in-scope task described in 'Predictors of ISUP Grade Group Discrepancies Between Biopsy and Radical Prostatectomy: A Single-Center Analysis of Clinical, Imaging, and Histopathological Parameters.'."
